'sample interval','RESP'
'0.008 sec','pm'
3907,0.535
3908,0.521
3909,0.506
3910,0.494
3911,0.477
3912,0.462
3913,0.443
3914,0.425
3915,0.403
3916,0.384
3917,0.362
3918,0.340
3919,0.318
3920,0.298
3921,0.279
3922,0.259
3923,0.240
3924,0.220
3925,0.200
3926,0.181
3927,0.161
3928,0.144
3929,0.127
3930,0.110
3931,0.093
3932,0.076
3933,0.059
3934,0.042
3935,0.024
3936,0.007
3937,-0.012
3938,-0.029
3939,-0.044
3940,-0.061
3941,-0.076
3942,-0.088
3943,-0.103
3944,-0.115
3945,-0.130
3946,-0.142
3947,-0.152
3948,-0.161
3949,-0.169
3950,-0.178
3951,-0.183
3952,-0.191
3953,-0.196
3954,-0.200
3955,-0.205
3956,-0.208
3957,-0.210
3958,-0.210
3959,-0.210
3960,-0.210
3961,-0.210
3962,-0.208
3963,-0.205
3964,-0.200
3965,-0.196
3966,-0.191
3967,-0.183
3968,-0.178
3969,-0.169
3970,-0.161
3971,-0.147
3972,-0.132
3973,-0.112
3974,-0.095
3975,-0.071
3976,-0.046
3977,-0.020
3978,0.010
3979,0.034
3980,0.061
3981,0.086
3982,0.112
3983,0.137
3984,0.164
3985,0.191
3986,0.218
3987,0.242
3988,0.267
3989,0.289
3990,0.311
3991,0.330
3992,0.352
3993,0.372
3994,0.391
3995,0.411
3996,0.428
3997,0.443
3998,0.457
3999,0.469
4000,0.482
4001,0.491
4002,0.501
4003,0.511
4004,0.518
4005,0.526
4006,0.533
4007,0.538
4008,0.543
4009,0.548
4010,0.553
4011,0.557
4012,0.560
4013,0.565
4014,0.567
4015,0.570
4016,0.572
4017,0.572
4018,0.570
4019,0.567
4020,0.565
4021,0.557
4022,0.550
4023,0.535
4024,0.521
4025,0.499
4026,0.477
4027,0.452
4028,0.430
4029,0.403
4030,0.377
4031,0.342
4032,0.311
4033,0.269
4034,0.227
4035,0.181
4036,0.134
4037,0.086
4038,0.037
4039,-0.005
4040,-0.049
4041,-0.086
4042,-0.122
4043,-0.156
4044,-0.191
4045,-0.225
4046,-0.257
4047,-0.284
4048,-0.311
4049,-0.333
4050,-0.355
4051,-0.374
4052,-0.391
4053,-0.408
4054,-0.425
4055,-0.438
4056,-0.450
4057,-0.460
4058,-0.467
4059,-0.472
4060,-0.477
4061,-0.479
4062,-0.479
4063,-0.479
4064,-0.477
4065,-0.474
4066,-0.469
4067,-0.465
4068,-0.460
4069,-0.450
4070,-0.443
4071,-0.430
4072,-0.418
4073,-0.401
4074,-0.384
4075,-0.367
4076,-0.347
4077,-0.328
4078,-0.308
4079,-0.291
4080,-0.274
4081,-0.259
4082,-0.242
4083,-0.235
4084,-0.225
4085,-0.220
4086,-0.215
4087,-0.215
4088,-0.215
4089,-0.220
4090,-0.225
4091,-0.237
4092,-0.252
4093,-0.274
4094,-0.293
4095,-0.320
4096,-0.347
4097,-0.377
4098,-0.406
4099,-0.430
4100,-0.457
4101,-0.482
4102,-0.504
4103,-0.531
4104,-0.557
4105,-0.587
4106,-0.616
4107,-0.641
4108,-0.665
4109,-0.687
4110,-0.709
4111,-0.731
4112,-0.751
4113,-0.751
4114,-0.751
4115,-0.751
4116,-0.751
4117,-0.751
4118,-0.751
4119,-0.751
4120,-0.751
4121,-0.751
4122,-0.751
4123,-0.751
4124,-0.751
4125,-0.751
4126,-0.751
4127,-0.751
4128,-0.751
4129,-0.751
4130,-0.751
4131,-0.751
4132,-0.751
4133,-0.751
4134,-0.751
4135,-0.751
4136,-0.751
4137,-0.751
4138,-0.751
4139,-0.751
4140,-0.751
4141,-0.751
4142,-0.751
4143,-0.751
4144,-0.751
4145,-0.751
4146,-0.751
4147,-0.751
4148,-0.751
4149,-0.751
4150,-0.751
4151,-0.751
4152,-0.751
4153,-0.751
4154,-0.751
4155,-0.748
4156,-0.746
4157,-0.716
4158,-0.687
4159,-0.658
4160,-0.631
4161,-0.601
4162,-0.575
4163,-0.543
4164,-0.513
4165,-0.482
4166,-0.450
4167,-0.418
4168,-0.389
4169,-0.362
4170,-0.333
4171,-0.306
4172,-0.279
4173,-0.252
4174,-0.222
4175,-0.196
4176,-0.169
4177,-0.142
4178,-0.115
4179,-0.090
4180,-0.066
4181,-0.046
4182,-0.024
4183,-0.002
4184,0.020
4185,0.042
4186,0.064
4187,0.081
4188,0.100
4189,0.117
4190,0.137
4191,0.154
4192,0.171
4193,0.188
4194,0.205
4195,0.222
4196,0.242
4197,0.257
4198,0.274
4199,0.289
4200,0.303
4201,0.318
4202,0.330
4203,0.342
4204,0.357
4205,0.369
4206,0.381
4207,0.394
4208,0.406
4209,0.416
4210,0.425
4211,0.435
4212,0.445
4213,0.452
4214,0.460
4215,0.467
4216,0.474
4217,0.482
4218,0.489
4219,0.494
4220,0.499
4221,0.504
4222,0.506
4223,0.511
4224,0.516
4225,0.521
4226,0.528
4227,0.533
4228,0.538
4229,0.545
4230,0.553
4231,0.560
4232,0.567
4233,0.575
4234,0.584
4235,0.592
4236,0.601
4237,0.611
4238,0.623
4239,0.631
4240,0.641
4241,0.650
4242,0.658
4243,0.667
4244,0.677
4245,0.687
4246,0.697
4247,0.709
4248,0.719
4249,0.729
4250,0.741
4251,0.753
4252,0.768
4253,0.782
4254,0.800
4255,0.817
4256,0.836
4257,0.858
4258,0.883
4259,0.902
4260,0.924
4261,0.946
4262,0.968
4263,0.993
4264,1.020
4265,1.049
4266,1.078
4267,1.108
4268,1.137
4269,1.166
4270,1.196
4271,1.227
4272,1.259
4273,1.293
4274,1.328
4275,1.359
4276,1.391
4277,1.423
4278,1.452
4279,1.477
4280,1.504
4281,1.523
4282,1.543
4283,1.555
4284,1.570
4285,1.579
4286,1.589
4287,1.594
4288,1.599
4289,1.599
4290,1.601
4291,1.599
4292,1.594
4293,1.587
4294,1.579
4295,1.567
4296,1.555
4297,1.540
4298,1.528
4299,1.513
4300,1.499
4301,1.484
4302,1.469
4303,1.452
4304,1.438
4305,1.421
4306,1.406
4307,1.391
4308,1.377
4309,1.362
4310,1.350
4311,1.340
4312,1.328
4313,1.320
4314,1.311
4315,1.306
4316,1.301
4317,1.298
4318,1.296
4319,1.293
4320,1.293
4321,1.293
4322,1.296
4323,1.298
4324,1.301
4325,1.306
4326,1.308
4327,1.313
4328,1.315
4329,1.318
4330,1.320
4331,1.315
4332,1.313
4333,1.306
4334,1.298
4335,1.279
4336,1.259
4337,1.232
4338,1.205
4339,1.176
4340,1.147
4341,1.112
4342,1.078
4343,1.032
4344,0.988
4345,0.934
4346,0.880
4347,0.826
4348,0.775
4349,0.721
4350,0.667
4351,0.609
4352,0.550
4353,0.484
4354,0.418
4355,0.350
4356,0.281
4357,0.210
4358,0.142
4359,0.078
4360,0.017
4361,-0.039
4362,-0.095
4363,-0.152
4364,-0.210
4365,-0.269
4366,-0.325
4367,-0.377
4368,-0.428
4369,-0.472
4370,-0.518
4371,-0.565
4372,-0.611
4373,-0.663
4374,-0.711
4375,-0.731
4376,-0.751
4377,-0.751
4378,-0.751
4379,-0.751
4380,-0.751
4381,-0.751
4382,-0.751
4383,-0.751
4384,-0.751
4385,-0.751
4386,-0.751
4387,-0.751
4388,-0.751
4389,-0.751
4390,-0.751
4391,-0.751
4392,-0.751
4393,-0.751
4394,-0.751
4395,-0.751
4396,-0.751
4397,-0.751
4398,-0.751
4399,-0.751
4400,-0.751
4401,-0.751
4402,-0.751
4403,-0.751
4404,-0.751
4405,-0.751
4406,-0.751
4407,-0.751
4408,-0.751
4409,-0.751
4410,-0.751
4411,-0.751
4412,-0.751
4413,-0.751
4414,-0.751
4415,-0.751
4416,-0.751
4417,-0.751
4418,-0.751
4419,-0.751
4420,-0.751
4421,-0.751
4422,-0.751
4423,-0.751
4424,-0.751
4425,-0.751
4426,-0.751
4427,-0.751
4428,-0.751
4429,-0.751
4430,-0.751
4431,-0.751
4432,-0.751
4433,-0.751
4434,-0.751
4435,-0.751
4436,-0.751
4437,-0.751
4438,-0.751
4439,-0.751
4440,-0.751
4441,-0.751
4442,-0.751
4443,-0.751
4444,-0.751
4445,-0.751
4446,-0.751
4447,-0.751
4448,-0.751
4449,-0.731
4450,-0.711
4451,-0.687
4452,-0.663
4453,-0.638
4454,-0.614
4455,-0.589
4456,-0.562
4457,-0.538
4458,-0.513
4459,-0.491
4460,-0.469
4461,-0.447
4462,-0.428
4463,-0.408
4464,-0.386
4465,-0.367
4466,-0.347
4467,-0.330
4468,-0.313
4469,-0.298
4470,-0.284
4471,-0.269
4472,-0.254
4473,-0.240
4474,-0.222
4475,-0.208
4476,-0.193
4477,-0.176
4478,-0.161
4479,-0.147
4480,-0.132
4481,-0.117
4482,-0.103
4483,-0.086
4484,-0.071
4485,-0.054
4486,-0.039
4487,-0.024
4488,-0.007
4489,0.005
4490,0.020
4491,0.032
4492,0.044
4493,0.056
4494,0.066
4495,0.078
4496,0.088
4497,0.098
4498,0.108
4499,0.115
4500,0.122
4501,0.130
4502,0.137
4503,0.144
4504,0.152
4505,0.159
4506,0.166
4507,0.171
4508,0.178
4509,0.186
4510,0.191
4511,0.198
4512,0.203
4513,0.210
4514,0.215
4515,0.222
4516,0.227
4517,0.232
4518,0.240
4519,0.242
4520,0.247
4521,0.252
4522,0.257
4523,0.259
4524,0.262
4525,0.264
4526,0.267
4527,0.269
4528,0.271
4529,0.274
4530,0.274
4531,0.274
4532,0.274
4533,0.274
4534,0.274
4535,0.274
4536,0.271
4537,0.271
4538,0.271
4539,0.269
4540,0.269
4541,0.267
4542,0.264
4543,0.262
4544,0.262
4545,0.259
4546,0.259
4547,0.257
4548,0.254
4549,0.249
4550,0.247
4551,0.242
4552,0.237
4553,0.230
4554,0.225
4555,0.218
4556,0.210
4557,0.203
4558,0.196
4559,0.188
4560,0.181
4561,0.174
4562,0.166
4563,0.156
4564,0.149
4565,0.142
4566,0.134
4567,0.125
4568,0.117
4569,0.110
4570,0.103
4571,0.095
4572,0.088
4573,0.081
4574,0.071
4575,0.061
4576,0.054
4577,0.044
4578,0.034
4579,0.027
4580,0.017
4581,0.010
4582,0.000
4583,-0.012
4584,-0.022
4585,-0.037
4586,-0.051
4587,-0.066
4588,-0.078
4589,-0.093
4590,-0.108
4591,-0.125
4592,-0.142
4593,-0.161
4594,-0.181
4595,-0.200
4596,-0.220
4597,-0.242
4598,-0.262
4599,-0.279
4600,-0.296
4601,-0.308
4602,-0.320
4603,-0.333
4604,-0.342
4605,-0.350
4606,-0.359
4607,-0.364
4608,-0.367
4609,-0.369
4610,-0.369
4611,-0.367
4612,-0.362
4613,-0.355
4614,-0.345
4615,-0.335
4616,-0.323
4617,-0.308
4618,-0.293
4619,-0.279
4620,-0.264
4621,-0.252
4622,-0.237
4623,-0.225
4624,-0.210
4625,-0.198
4626,-0.186
4627,-0.174
4628,-0.164
4629,-0.156
4630,-0.149
4631,-0.147
4632,-0.144
4633,-0.147
4634,-0.149
4635,-0.156
4636,-0.161
4637,-0.174
4638,-0.183
4639,-0.196
4640,-0.205
4641,-0.218
4642,-0.227
4643,-0.240
4644,-0.252
4645,-0.267
4646,-0.281
4647,-0.293
4648,-0.306
4649,-0.315
4650,-0.325
4651,-0.335
4652,-0.345
4653,-0.352
4654,-0.362
4655,-0.369
4656,-0.377
4657,-0.384
4658,-0.391
4659,-0.399
4660,-0.403
4661,-0.408
4662,-0.411
4663,-0.418
4664,-0.423
4665,-0.428
4666,-0.435
4667,-0.438
4668,-0.443
4669,-0.445
4670,-0.447
4671,-0.450
4672,-0.450
4673,-0.452
4674,-0.455
4675,-0.457
4676,-0.457
4677,-0.457
4678,-0.455
4679,-0.452
4680,-0.450
4681,-0.447
4682,-0.443
4683,-0.435
4684,-0.430
4685,-0.425
4686,-0.418
4687,-0.411
4688,-0.403
4689,-0.399
4690,-0.391
4691,-0.384
4692,-0.377
4693,-0.372
4694,-0.364
4695,-0.359
4696,-0.355
4697,-0.350
4698,-0.345
4699,-0.342
4700,-0.340
4701,-0.337
4702,-0.337
4703,-0.340
4704,-0.340
4705,-0.345
4706,-0.350
4707,-0.355
4708,-0.359
4709,-0.364
4710,-0.369
4711,-0.377
4712,-0.381
4713,-0.391
4714,-0.401
4715,-0.408
4716,-0.418
4717,-0.428
4718,-0.435
4719,-0.443
4720,-0.447
4721,-0.452
4722,-0.457
4723,-0.460
4724,-0.462
4725,-0.465
4726,-0.465
4727,-0.465
4728,-0.462
4729,-0.460
4730,-0.457
4731,-0.452
4732,-0.447
4733,-0.443
4734,-0.438
4735,-0.430
4736,-0.423
4737,-0.416
4738,-0.408
4739,-0.401
4740,-0.391
4741,-0.384
4742,-0.374
4743,-0.367
4744,-0.357
4745,-0.347
4746,-0.340
4747,-0.330
4748,-0.320
4749,-0.308
4750,-0.298
4751,-0.286
4752,-0.274
4753,-0.259
4754,-0.244
4755,-0.225
4756,-0.208
4757,-0.186
4758,-0.164
4759,-0.144
4760,-0.122
4761,-0.100
4762,-0.081
4763,-0.054
4764,-0.027
4765,0.002
4766,0.032
4767,0.061
4768,0.088
4769,0.117
4770,0.144
4771,0.176
4772,0.208
4773,0.242
4774,0.279
4775,0.315
4776,0.352
4777,0.389
4778,0.425
4779,0.457
4780,0.489
4781,0.518
4782,0.545
4783,0.570
4784,0.597
4785,0.619
4786,0.643
4787,0.663
4788,0.682
4789,0.697
4790,0.714
4791,0.726
4792,0.741
4793,0.751
4794,0.763
4795,0.768
4796,0.775
4797,0.778
4798,0.782
4799,0.782
4800,0.785
4801,0.782
4802,0.782
4803,0.775
4804,0.770
4805,0.758
4806,0.748
4807,0.736
4808,0.724
4809,0.709
4810,0.694
4811,0.675
4812,0.653
4813,0.628
4814,0.604
4815,0.572
4816,0.543
4817,0.509
4818,0.474
4819,0.440
4820,0.408
4821,0.377
4822,0.345
4823,0.311
4824,0.276
4825,0.242
4826,0.205
4827,0.171
4828,0.139
4829,0.108
4830,0.078
4831,0.049
4832,0.017
4833,-0.012
4834,-0.044
4835,-0.071
4836,-0.098
4837,-0.122
4838,-0.147
4839,-0.166
4840,-0.186
4841,-0.200
4842,-0.218
4843,-0.232
4844,-0.244
4845,-0.257
4846,-0.269
4847,-0.279
4848,-0.286
4849,-0.293
4850,-0.298
4851,-0.301
4852,-0.306
4853,-0.306
4854,-0.306
4855,-0.301
4856,-0.298
4857,-0.291
4858,-0.284
4859,-0.274
4860,-0.264
4861,-0.252
4862,-0.237
4863,-0.220
4864,-0.200
4865,-0.176
4866,-0.152
4867,-0.125
4868,-0.098
4869,-0.071
4870,-0.042
4871,-0.005
4872,0.032
4873,0.073
4874,0.115
4875,0.161
4876,0.205
4877,0.252
4878,0.298
4879,0.337
4880,0.379
4881,0.413
4882,0.450
4883,0.482
4884,0.516
4885,0.545
4886,0.577
4887,0.604
4888,0.631
4889,0.653
4890,0.675
4891,0.699
4892,0.721
4893,0.746
4894,0.770
4895,0.797
4896,0.824
4897,0.853
4898,0.883
4899,0.907
4900,0.934
4901,0.956
4902,0.980
4903,1.005
4904,1.027
4905,1.049
4906,1.071
4907,1.088
4908,1.105
4909,1.117
4910,1.130
4911,1.132
4912,1.137
4913,1.130
4914,1.125
4915,1.108
4916,1.090
4917,1.064
4918,1.037
4919,1.005
4920,0.976
4921,0.941
4922,0.907
4923,0.861
4924,0.817
4925,0.763
4926,0.709
4927,0.658
4928,0.606
4929,0.557
4930,0.506
4931,0.452
4932,0.396
4933,0.337
4934,0.279
4935,0.218
4936,0.159
4937,0.100
4938,0.042
4939,-0.007
4940,-0.056
4941,-0.098
4942,-0.139
4943,-0.178
4944,-0.218
4945,-0.254
4946,-0.289
4947,-0.318
4948,-0.347
4949,-0.369
4950,-0.394
4951,-0.413
4952,-0.433
4953,-0.450
4954,-0.465
4955,-0.477
4956,-0.489
4957,-0.499
4958,-0.506
4959,-0.511
4960,-0.513
4961,-0.516
4962,-0.516
4963,-0.516
4964,-0.518
4965,-0.518
4966,-0.518
4967,-0.518
4968,-0.518
4969,-0.516
4970,-0.516
4971,-0.518
4972,-0.521
4973,-0.528
4974,-0.535
4975,-0.545
4976,-0.557
4977,-0.572
4978,-0.584
4979,-0.599
4980,-0.611
4981,-0.623
4982,-0.636
4983,-0.653
4984,-0.670
4985,-0.689
4986,-0.709
4987,-0.726
4988,-0.743
4989,-0.748
4990,-0.751
4991,-0.751
4992,-0.751
4993,-0.751
4994,-0.751
4995,-0.751
4996,-0.751
4997,-0.751
4998,-0.751
4999,-0.751
5000,-0.751
5001,-0.751
5002,-0.751
5003,-0.751
5004,-0.751
5005,-0.751
5006,-0.751
5007,-0.751
5008,-0.751
5009,-0.751
5010,-0.751
5011,-0.751
5012,-0.751
5013,-0.748
5014,-0.743
5015,-0.729
5016,-0.711
5017,-0.697
5018,-0.680
5019,-0.663
5020,-0.645
5021,-0.626
5022,-0.609
5023,-0.587
5024,-0.567
5025,-0.545
5026,-0.521
5027,-0.501
5028,-0.479
5029,-0.457
5030,-0.435
5031,-0.416
5032,-0.394
5033,-0.372
5034,-0.350
5035,-0.330
5036,-0.308
5037,-0.289
5038,-0.269
5039,-0.254
5040,-0.237
5041,-0.222
5042,-0.210
5043,-0.198
5044,-0.186
5045,-0.176
5046,-0.166
5047,-0.159
5048,-0.152
5049,-0.147
5050,-0.142
5051,-0.142
5052,-0.139
5053,-0.142
5054,-0.142
5055,-0.149
5056,-0.154
5057,-0.161
5058,-0.169
5059,-0.178
5060,-0.186
5061,-0.193
5062,-0.200
5063,-0.210
5064,-0.218
5065,-0.227
5066,-0.237
5067,-0.244
5068,-0.254
5069,-0.259
5070,-0.267
5071,-0.269
5072,-0.274
5073,-0.276
5074,-0.279
5075,-0.276
5076,-0.276
5077,-0.274
5078,-0.269
5079,-0.264
5080,-0.259
5081,-0.254
5082,-0.249
5083,-0.240
5084,-0.232
5085,-0.222
5086,-0.215
5087,-0.205
5088,-0.196
5089,-0.188
5090,-0.181
5091,-0.176
5092,-0.169
5093,-0.164
5094,-0.159
5095,-0.154
5096,-0.152
5097,-0.149
5098,-0.147
5099,-0.147
5100,-0.144
5101,-0.144
5102,-0.147
5103,-0.149
5104,-0.154
5105,-0.159
5106,-0.164
5107,-0.171
5108,-0.178
5109,-0.186
5110,-0.193
5111,-0.205
5112,-0.215
5113,-0.230
5114,-0.244
5115,-0.264
5116,-0.284
5117,-0.308
5118,-0.333
5119,-0.355
5120,-0.377
5121,-0.401
5122,-0.423
5123,-0.457
5124,-0.489
5125,-0.526
5126,-0.565
5127,-0.601
5128,-0.636
5129,-0.670
5130,-0.704
5131,-0.729
5132,-0.751
5133,-0.751
5134,-0.751
5135,-0.751
5136,-0.751
5137,-0.751
5138,-0.751
5139,-0.751
5140,-0.751
5141,-0.751
5142,-0.751
5143,-0.751
5144,-0.751
5145,-0.751
5146,-0.751
5147,-0.751
5148,-0.751
5149,-0.751
5150,-0.751
5151,-0.751
5152,-0.751
5153,-0.751
5154,-0.751
5155,-0.751
5156,-0.751
5157,-0.751
5158,-0.751
5159,-0.751
5160,-0.751
5161,-0.751
5162,-0.751
5163,-0.751
5164,-0.751
5165,-0.751
5166,-0.751
5167,-0.751
5168,-0.751
5169,-0.751
5170,-0.751
5171,-0.751
5172,-0.751
5173,-0.751
5174,-0.751
5175,-0.751
5176,-0.751
5177,-0.751
5178,-0.751
5179,-0.751
5180,-0.751
5181,-0.751
5182,-0.751
5183,-0.751
5184,-0.751
5185,-0.751
5186,-0.751
5187,-0.731
5188,-0.711
5189,-0.687
5190,-0.663
5191,-0.645
5192,-0.626
5193,-0.611
5194,-0.597
5195,-0.589
5196,-0.584
5197,-0.584
5198,-0.582
5199,-0.584
5200,-0.587
5201,-0.592
5202,-0.599
5203,-0.614
5204,-0.628
5205,-0.653
5206,-0.675
5207,-0.697
5208,-0.721
5209,-0.736
5210,-0.751
5211,-0.751
5212,-0.751
5213,-0.751
5214,-0.751
5215,-0.751
5216,-0.751
5217,-0.751
5218,-0.751
5219,-0.751
5220,-0.751
5221,-0.751
5222,-0.751
5223,-0.751
5224,-0.751
5225,-0.751
5226,-0.751
5227,-0.751
5228,-0.751
5229,-0.751
5230,-0.751
5231,-0.751
5232,-0.751
5233,-0.751
5234,-0.751
5235,-0.751
5236,-0.751
5237,-0.751
5238,-0.751
5239,-0.751
5240,-0.751
5241,-0.751
5242,-0.751
5243,-0.751
5244,-0.751
5245,-0.751
5246,-0.751
5247,-0.751
5248,-0.751
5249,-0.751
5250,-0.751
5251,-0.751
5252,-0.751
5253,-0.751
5254,-0.751
5255,-0.751
5256,-0.751
5257,-0.751
5258,-0.751
5259,-0.751
5260,-0.751
5261,-0.751
5262,-0.751
5263,-0.751
5264,-0.751
5265,-0.751
5266,-0.751
5267,-0.751
5268,-0.751
5269,-0.751
5270,-0.751
5271,-0.748
5272,-0.743
5273,-0.719
5274,-0.694
5275,-0.665
5276,-0.636
5277,-0.601
5278,-0.567
5279,-0.533
5280,-0.499
5281,-0.465
5282,-0.430
5283,-0.391
5284,-0.352
5285,-0.308
5286,-0.267
5287,-0.225
5288,-0.186
5289,-0.144
5290,-0.103
5291,-0.056
5292,-0.010
5293,0.042
5294,0.095
5295,0.149
5296,0.203
5297,0.259
5298,0.313
5299,0.362
5300,0.413
5301,0.457
5302,0.504
5303,0.550
5304,0.599
5305,0.648
5306,0.697
5307,0.743
5308,0.787
5309,0.831
5310,0.873
5311,0.922
5312,0.971
5313,1.024
5314,1.078
5315,1.139
5316,1.200
5317,1.267
5318,1.330
5319,1.391
5320,1.452
5321,1.511
5322,1.570
5323,1.633
5324,1.699
5325,1.726
5326,1.751
5327,1.751
5328,1.751
5329,1.751
5330,1.751
5331,1.751
5332,1.751
5333,1.751
5334,1.751
5335,1.751
5336,1.751
5337,1.751
5338,1.751
5339,1.751
5340,1.751
5341,1.751
5342,1.751
5343,1.751
5344,1.751
5345,1.751
5346,1.751
5347,1.751
5348,1.751
5349,1.751
5350,1.751
5351,1.751
5352,1.751
5353,1.751
5354,1.751
5355,1.751
5356,1.751
5357,1.751
5358,1.751
5359,1.751
5360,1.751
5361,1.751
5362,1.751
5363,1.751
5364,1.751
5365,1.751
5366,1.751
5367,1.751
5368,1.751
5369,1.751
5370,1.751
5371,1.751
5372,1.751
5373,1.751
5374,1.751
5375,1.751
5376,1.751
5377,1.751
5378,1.751
5379,1.751
5380,1.751
5381,1.751
5382,1.751
5383,1.751
5384,1.751
5385,1.751
5386,1.751
5387,1.751
5388,1.751
5389,1.751
5390,1.751
5391,1.751
5392,1.751
5393,1.751
5394,1.751
5395,1.751
5396,1.751
5397,1.751
5398,1.751
5399,1.751
5400,1.751
5401,1.751
5402,1.751
5403,1.746
5404,1.741
5405,1.736
5406,1.733
5407,1.729
5408,1.726
5409,1.719
5410,1.714
5411,1.704
5412,1.692
5413,1.675
5414,1.655
5415,1.623
5416,1.589
5417,1.543
5418,1.496
5419,1.445
5420,1.394
5421,1.337
5422,1.279
5423,1.203
5424,1.130
5425,1.039
5426,0.951
5427,0.866
5428,0.780
5429,0.697
5430,0.614
5431,0.528
5432,0.443
5433,0.355
5434,0.269
5435,0.188
5436,0.110
5437,0.042
5438,-0.027
5439,-0.083
5440,-0.137
5441,-0.181
5442,-0.222
5443,-0.257
5444,-0.289
5445,-0.315
5446,-0.340
5447,-0.359
5448,-0.379
5449,-0.394
5450,-0.408
5451,-0.421
5452,-0.433
5453,-0.445
5454,-0.457
5455,-0.469
5456,-0.479
5457,-0.491
5458,-0.504
5459,-0.513
5460,-0.521
5461,-0.528
5462,-0.533
5463,-0.540
5464,-0.545
5465,-0.550
5466,-0.557
5467,-0.560
5468,-0.562
5469,-0.562
5470,-0.562
5471,-0.560
5472,-0.557
5473,-0.555
5474,-0.553
5475,-0.550
5476,-0.545
5477,-0.540
5478,-0.538
5479,-0.533
5480,-0.526
5481,-0.521
5482,-0.516
5483,-0.509
5484,-0.504
5485,-0.496
5486,-0.491
5487,-0.484
5488,-0.474
5489,-0.467
5490,-0.457
5491,-0.445
5492,-0.430
5493,-0.413
5494,-0.396
5495,-0.374
5496,-0.350
5497,-0.320
5498,-0.293
5499,-0.264
5500,-0.235
5501,-0.205
5502,-0.176
5503,-0.142
5504,-0.108
5505,-0.068
5506,-0.029
5507,0.007
5508,0.044
5509,0.076
5510,0.108
5511,0.137
5512,0.169
5513,0.196
5514,0.225
5515,0.249
5516,0.274
5517,0.293
5518,0.315
5519,0.330
5520,0.347
5521,0.359
5522,0.372
5523,0.384
5524,0.394
5525,0.403
5526,0.416
5527,0.423
5528,0.433
5529,0.440
5530,0.450
5531,0.457
5532,0.467
5533,0.474
5534,0.484
5535,0.489
5536,0.496
5537,0.501
5538,0.506
5539,0.511
5540,0.513
5541,0.516
5542,0.518
5543,0.521
5544,0.521
5545,0.518
5546,0.518
5547,0.518
5548,0.516
5549,0.516
5550,0.513
5551,0.516
5552,0.516
5553,0.521
5554,0.523
5555,0.531
5556,0.540
5557,0.553
5558,0.565
5559,0.577
5560,0.592
5561,0.609
5562,0.626
5563,0.648
5564,0.670
5565,0.699
5566,0.726
5567,0.753
5568,0.780
5569,0.809
5570,0.836
5571,0.868
5572,0.902
5573,0.939
5574,0.976
5575,1.015
5576,1.056
5577,1.098
5578,1.139
5579,1.176
5580,1.215
5581,1.249
5582,1.284
5583,1.320
5584,1.357
5585,1.394
5586,1.433
5587,1.469
5588,1.506
5589,1.540
5590,1.575
5591,1.614
5592,1.650
5593,1.694
5594,1.736
5595,1.743
5596,1.751
5597,1.751
5598,1.751
5599,1.751
5600,1.751
5601,1.751
5602,1.751
5603,1.751
5604,1.751
5605,1.751
5606,1.751
5607,1.751
5608,1.751
5609,1.751
5610,1.751
5611,1.751
5612,1.751
5613,1.751
5614,1.751
5615,1.751
5616,1.751
5617,1.751
5618,1.751
5619,1.751
5620,1.751
5621,1.751
5622,1.751
5623,1.751
5624,1.751
5625,1.751
5626,1.751
5627,1.751
5628,1.751
5629,1.751
5630,1.751
5631,1.751
5632,1.751
5633,1.751
5634,1.751
5635,1.751
5636,1.751
5637,1.751
5638,1.751
5639,1.751
5640,1.751
5641,1.751
5642,1.751
5643,1.751
5644,1.751
5645,1.751
5646,1.751
5647,1.751
5648,1.751
5649,1.751
5650,1.751
5651,1.751
5652,1.751
5653,1.751
5654,1.751
5655,1.751
5656,1.751
5657,1.751
5658,1.751
5659,1.751
5660,1.751
5661,1.751
5662,1.751
5663,1.751
5664,1.751
5665,1.751
5666,1.751
5667,1.751
5668,1.751
5669,1.751
5670,1.751
5671,1.751
5672,1.751
5673,1.751
5674,1.751
5675,1.751
5676,1.751
5677,1.751
5678,1.751
5679,1.751
5680,1.751
5681,1.751
5682,1.751
5683,1.751
5684,1.751
5685,1.751
5686,1.751
5687,1.751
5688,1.751
5689,1.751
5690,1.751
5691,1.751
5692,1.751
5693,1.751
5694,1.751
5695,1.751
5696,1.751
5697,1.751
5698,1.751
5699,1.751
5700,1.751
5701,1.751
5702,1.751
5703,1.751
5704,1.751
5705,1.751
5706,1.751
5707,1.751
5708,1.751
5709,1.751
5710,1.751
5711,1.751
5712,1.751
5713,1.751
5714,1.751
5715,1.751
5716,1.751
5717,1.751
5718,1.751
5719,1.751
5720,1.751
5721,1.751
5722,1.751
5723,1.751
5724,1.751
5725,1.751
5726,1.751
5727,1.751
5728,1.751
5729,1.751
5730,1.751
5731,1.751
5732,1.751
5733,1.751
5734,1.751
5735,1.751
5736,1.751
5737,1.751
5738,1.751
5739,1.751
5740,1.751
5741,1.751
5742,1.751
5743,1.751
5744,1.751
5745,1.751
5746,1.751
5747,1.751
5748,1.751
5749,1.751
5750,1.751
5751,1.751
5752,1.751
5753,1.751
5754,1.751
5755,1.751
5756,1.751
5757,1.751
5758,1.751
5759,1.751
5760,1.751
5761,1.751
5762,1.751
5763,1.751
5764,1.751
5765,1.751
